id,term,category,weight
683,ayam buah keluak,positive,0.664
2824,eyeglass candy,positive,0.663
342,ah pek ice cream,positive,0.662
2644,eh hiao cho lang,positive,0.662
9033,thoughtful,positive,0.662
956,berg,positive,0.661
40,accede,positive,0.66
42,accept alternative,positive,0.66
306,agreement,positive,0.66
431,also can,positive,0.66
549,approve substitute,positive,0.66
703,back up plan,positive,0.66
998,big breast,positive,0.66
1203,bosom,positive,0.66
2533,dua neh neh,positive,0.66
4989,lakso palembang,positive,0.66
7515,sago paste,positive,0.66
9616,voluptuous,positive,0.66
1892,cold dessert,positive,0.659
3937,iceball,positive,0.659
5880,multi-colored shaved ice,positive,0.659
1036,biskut piring,positive,0.658
9022,thin wafer,positive,0.658
1735,chinese rojak,positive,0.657
6638,peng you,positive,0.657
7228,recce,positive,0.657
7237,reconnaisance,positive,0.657
4218,jambu,positive,0.656
268,adventurer,positive,0.655
1501,celebpreneur,positive,0.655
1503,celebrity,positive,0.655
2727,entrepreneur,positive,0.655
3663,heart cair,positive,0.655
3933,ice kosong,positive,0.655
3939,iced water,positive,0.655
6042,neutral favor,positive,0.655
6830,plain,positive,0.655
1695,chilled,positive,0.654
1776,chow,positive,0.654
2245,depart,positive,0.654
2742,escape boredom,positive,0.654
2791,exit,positive,0.654
3043,fluffy,positive,0.654
3287,german brewery,positive,0.654
3362,go,positive,0.654
4882,kuih marmer,positive,0.654
5508,marble cake,positive,0.654
7268,refrigerated,positive,0.654
8190,soh si,positive,0.654
8936,tempat regular,positive,0.654
599,asian beverage,positive,0.653
3224,gamsahamida,positive,0.653
3470,grateful,positive,0.653
3680,hei bai,positive,0.653
8996,thank you,positive,0.653
1640,cheng hu kang,positive,0.652
1809,civil service,positive,0.652
1821,clean acoustic,positive,0.652
3412,good benefit,positive,0.652
3617,harmonizing voices,positive,0.652
3747,high salary,positive,0.652
3752,highly regarded,positive,0.652
5930,music genre,positive,0.652
6538,pappadum,positive,0.652
8008,singapore chinese,positive,0.652
8957,tepung,positive,0.652
9886,xinyao,positive,0.652
1738,chinese wedding,positive,0.651
2618,ee fu noodles,positive,0.651
4983,laksa sarawak,positive,0.651
8091,sliced chicken,positive,0.651
887,beef jerky,positive,0.65
2233,delicacy,positive,0.65
2242,dendeng,positive,0.65
3080,forest frog,positive,0.65
4447,karung guni,positive,0.65
5998,nasi paprik,positive,0.65
6792,pig ear biscuit,positive,0.65
7037,preserved dried meat,positive,0.65
7212,rare meat,positive,0.65
8157,snow frog,positive,0.65
9024,thinly sliced,positive,0.65
45,accessible,positive,0.649
1669,chicken floss prata,positive,0.649
3059,food truck,positive,0.649
5724,milo sio,positive,0.649
6076,ninja van,positive,0.649
7023,precision,positive,0.649
7766,sell refreshment,positive,0.649
8081,slap hand,positive,0.649
9207,training ground,positive,0.649
9304,two player,positive,0.649
9952,yue bing,positive,0.649
55,accurate,positive,0.648
552,arab cuisine,positive,0.648
1844,close shave,positive,0.648
2125,curry powder,positive,0.648
4328,just nice,positive,0.648
4329,just right,positive,0.648
5821,mommom eyeglass,positive,0.648
5982,nasi bukhari,positive,0.648
6175,nua,positive,0.648
7022,precise,positive,0.648
7282,relak,positive,0.648
9526,unwind,positive,0.648
5414,make love,positive,0.647
7181,rabak rabak,positive,0.647
7820,sex,positive,0.647
8928,telinga gajah,positive,0.647
4069,indian kuih,positive,0.646
5128,less pungent,positive,0.646
5720,milo halia,positive,0.646
23,abide law,positive,0.645
426,allowed,positive,0.645
654,authorized,positive,0.645
1896,collect recyclables,positive,0.645
2149,da jia hao,positive,0.645
2319,diligent,positive,0.645
2580,earnest living,positive,0.645
3448,got license,positive,0.645
3610,hardworking,positive,0.645
4448,karung guni man,positive,0.645
4842,kuih batang buruk,positive,0.645
5096,legalized,positive,0.645
5455,malted drink,positive,0.645
5573,maximum power,positive,0.645
5661,mentally strong,positive,0.645
5712,milk powder,positive,0.645
6574,patient,positive,0.645
6737,permitted,positive,0.645
6896,polo sweet,positive,0.645
6985,power to the kidugaan,positive,0.645
7120,pulut inti,positive,0.645
7190,rag-and-bone man,positive,0.645
8506,strong-hearted,positive,0.645
8677,tabah hati,positive,0.645
1443,cantik,positive,0.644
1446,capable,positive,0.644
1450,career woman,positive,0.644
2774,exceptional,positive,0.644
2994,fishball,positive,0.644
3041,flower-shaped,positive,0.644
3144,friendly gesture,positive,0.644
4175,invitation,positive,0.644
4240,jemput,positive,0.644
4840,kuih bakar,positive,0.644
6174,nu qiang ren,positive,0.644
8266,spherical shape,positive,0.644
8505,strong,positive,0.644
9654,warm welcome,positive,0.644
9921,yong tau fu,positive,0.644
1830,climb bukit timah,positive,0.643
3376,go well,positive,0.643
8135,smooth,positive,0.643
8212,soon li,positive,0.643
8473,straightforward,positive,0.643
9241,trouble free,positive,0.643
4501,kek lapis,positive,0.642
595,asam masam,positive,0.641
919,beh yau kin,positive,0.641
1280,brown fruit,positive,0.641
1288,buah duku,positive,0.641
7435,roller coaster,positive,0.641
7460,round,positive,0.641
5338,maapillai,positive,0.64
5565,mate,positive,0.64
965,best,positive,0.639
977,beyond comparison,positive,0.639
1724,chinese kale,positive,0.639
3228,gan bei,positive,0.639
4346,kai lan,positive,0.639
4774,kopi cino,positive,0.639
4783,kopi o,positive,0.639
4836,kuih ambon,positive,0.639
6104,no horse run,positive,0.639
7654,scissors paper stone,positive,0.639
9305,two players,positive,0.639
9483,unrivalled,positive,0.639
9799,without milk,positive,0.639
9842,wowie,positive,0.639
1037,biskut semperit,positive,0.638
1163,body-hugging clothes,positive,0.638
2773,excellent,positive,0.638
2970,financially secure,positive,0.638
4862,kuih jongkong,positive,0.638
5136,li hai,positive,0.638
5470,mampat,positive,0.638
7386,rice flour,positive,0.638
7457,rou gan,positive,0.638
8919,teh poh,positive,0.638
9026,thinner tea,positive,0.638
9862,wu lui,positive,0.638
9972,zai,positive,0.638
1334,bubble tea,positive,0.637
3222,gamsahae,positive,0.637
5696,mid-autumn festival,positive,0.637
1583,cheap,positive,0.636
3458,grab opportunity,positive,0.636
3642,hawker centre,positive,0.636
4256,ji wei fan,positive,0.636
4724,kio tio,positive,0.636
7076,prosperous,positive,0.636
8944,tender meat,positive,0.636
9767,white meat,positive,0.636
395,aiskrim ah pek,positive,0.635
423,all right,positive,0.635
581,articulate,positive,0.635
1930,completed,positive,0.635
2725,enthusiastic,positive,0.635
3785,ho say,positive,0.635
3964,ikan kuning,positive,0.635
4730,kiut,positive,0.635
5130,let go,positive,0.635
6504,pang chiu,positive,0.635
6829,pizza prata,positive,0.635
7610,satisfaction,positive,0.635
7726,sek,positive,0.635
8255,speaking siak,positive,0.635
9713,well spoken,positive,0.635
9975,zao hor,positive,0.635
2147,da fei gei,positive,0.634
3006,flaky skin,positive,0.634
3826,hor fun,positive,0.634
4859,kuih ee,positive,0.634
4935,la piah,positive,0.634
5637,melon seed,positive,0.634
7802,sesame,positive,0.634
324,ah kah liau,positive,0.633
2475,dough strip,positive,0.633
3422,good friend,positive,0.633
4789,kopi pua seo,positive,0.633
6319,orluak,positive,0.633
6621,pek tor he,positive,0.633
7468,rubber band,positive,0.633
8070,skipping rope,positive,0.633
8953,teochew dish,positive,0.633
9247,trust,positive,0.633
9906,yeh yeh,positive,0.633
9934,you tiao,positive,0.633
934,benevolent,positive,0.632
1030,birthday celebration,positive,0.632
1279,brother-in-law,positive,0.632
2211,deep fried,positive,0.632
3083,forgive,positive,0.632
3833,horlicks,positive,0.632
4216,jam,positive,0.632
4232,jazakallahu khayran,positive,0.632
4450,kasi chance,positive,0.632
4502,kek lapis moden,positive,0.632
4655,kerisik,positive,0.632
4656,keropok,positive,0.632
4765,koon,positive,0.632
5117,lenient,positive,0.632
5356,machan,positive,0.632
5970,nap,positive,0.632
6378,overlook mistake,positive,0.632
7238,recover,positive,0.632
7262,reenergize,positive,0.632
7678,seafood cracker,positive,0.632
7685,second chance,positive,0.632
463,ang ji gao,positive,0.631
1135,bo pi,positive,0.631
1823,clear misconception,positive,0.631
2579,earnest,positive,0.631
2716,enlighten,positive,0.631
3051,focused,positive,0.631
3762,hip,positive,0.631
4014,improvement,positive,0.631
4347,kai qiao,positive,0.631
6590,pay attention,positive,0.631
7145,put effort,positive,0.631
7711,seek blessing,positive,0.631
7714,seek protection,positive,0.631
8666,switch on,positive,0.631
9448,unker ice cream,positive,0.631
9532,up to date,positive,0.631
9792,wish,positive,0.631
1882,coffee shop,positive,0.63
2527,dry,positive,0.63
3093,fortune,positive,0.63
4966,laksa,positive,0.63
5611,mee pok tah,positive,0.63
6261,ong heng huat ah,positive,0.63
7338,residential area,positive,0.63
7937,siam bu,positive,0.63
8987,thailand,positive,0.63
9044,thriving,positive,0.63
13,aathaa,positive,0.629
608,assam,positive,0.629
642,auction,positive,0.629
1204,boss,positive,0.629
2106,cucumber,positive,0.629
2988,fish gravy,positive,0.629
3295,getai,positive,0.629
3464,grandmother,positive,0.629
3602,hard-boiled egg,positive,0.629
4066,indian female,positive,0.629
4487,kedah laksa,positive,0.629
4503,kek lapis sarawak,positive,0.629
5887,multi-shaped,positive,0.629
6302,ord loh,positive,0.629
6346,outdoor,positive,0.629
6418,owner,positive,0.629
6634,penang laksa,positive,0.629
6730,performance,positive,0.629
7589,sarawak origin,positive,0.629
7770,semme,positive,0.629
7781,senior,positive,0.629
8047,sir,positive,0.629
8907,teh kosong,positive,0.629
571,aromatic,positive,0.628
891,beef stew,positive,0.628
1055,black tea,positive,0.628
3138,fried eggplant,positive,0.628
4075,indian spice,positive,0.628
4907,kum cheng,positive,0.628
5523,masala chai,positive,0.628
5525,masala tea,positive,0.628
6001,nasi rawon,positive,0.628
6054,ngam ngam,positive,0.628
6571,patchri,positive,0.628
8658,sweet sour sauce,positive,0.628
658,average difficulty,positive,0.627
776,bake,positive,0.627
832,barang barang,positive,0.627
1933,compliment,positive,0.627
2121,curry devil,positive,0.627
3140,fried pancake,positive,0.627
3357,glutinous rice ball,positive,0.627
3477,great,positive,0.627
4283,jie jie,positive,0.627
4803,kosong,positive,0.627
5687,mexico bun,positive,0.627
5862,muah chee,positive,0.627
6096,no filing,positive,0.627
6126,no sugar,positive,0.627
6831,plain flour,positive,0.627
7001,prata fnb,positive,0.627
7048,prettylicious,positive,0.627
8627,survivable,positive,0.627
9816,wont die,positive,0.627
9985,zheng ah,positive,0.627
2876,fantastic,positive,0.626
4864,kuih kapit,positive,0.626
8978,terror,positive,0.626
290,agar agar fnb,positive,0.625
689,ayam sio,positive,0.625
804,bandung godzilla,positive,0.625
1226,braise,positive,0.625
1249,breakfast,positive,0.625
1289,buah kana,positive,0.625
2020,coriander,positive,0.625
2502,dried olive,positive,0.625
2627,efficient,positive,0.625
4227,jatuh hati,positive,0.625
4321,juggle work,positive,0.625
5382,main control,positive,0.625
5433,malay kuih,positive,0.625
5888,multitask,positive,0.625
6306,orderly,positive,0.625
6310,organized,positive,0.625
6660,peranakan cuisine,positive,0.625
7452,roti kaya,positive,0.625
8785,tamarind,positive,0.625
9116,toast bread,positive,0.625
453,amusing,positive,0.624
457,anarchy,positive,0.624
763,bagus,positive,0.624
1886,coke lite,positive,0.624
1989,consolation,positive,0.624
2722,entertaining,positive,0.624
3271,gei yan,positive,0.624
3347,glad,positive,0.624
3428,good luck,positive,0.624
4060,independence,positive,0.624
4153,interesting,positive,0.624
4169,intriguing,positive,0.624
4978,laksa lemak,positive,0.624
5221,lomance,positive,0.624
6101,no government,positive,0.624
6118,no rule,positive,0.624
6763,phew,positive,0.624
7436,romance,positive,0.624
9056,ti gong tia gong lang,positive,0.624
242,active,positive,0.623
1177,bold,positive,0.623
1230,braised duck gravy,positive,0.623
1320,buay si,positive,0.623
1890,cold beverage,positive,0.623
2075,crispy,positive,0.623
2923,fearless,positive,0.623
3119,freeze and melt,positive,0.623
3135,fried bean curd,positive,0.623
3178,fulfilling,positive,0.623
3432,good purchase,positive,0.623
3836,horlicks godzilla,positive,0.623
3923,ice cream,positive,0.623
4871,kuih kosui,positive,0.623
4975,laksa kedah,positive,0.623
5054,lasak,positive,0.623
7378,rewarding,positive,0.623
7410,rnostalgic,positive,0.623
7473,rugged,positive,0.623
7512,safe,positive,0.623
8804,tang yuan,positive,0.623
8862,tau kua pau,positive,0.623
9187,tough,positive,0.623
9756,whipped cream,positive,0.623
9837,worthwhile,positive,0.623
9858,wu hua,positive,0.623
9956,yupi baby bear,positive,0.623
765,bai fu mei,positive,0.622
1481,catholic,positive,0.622
1833,climbing plant,positive,0.622
2460,dong zhi,positive,0.622
2842,fair skin,positive,0.622
2866,family gathering,positive,0.622
3259,gasing,positive,0.622
3645,hay bee hiam,positive,0.622
4616,keng gai,positive,0.622
4809,kristang,positive,0.622
5112,leng lui,positive,0.622
5224,long bean,positive,0.622
6952,portuguese,positive,0.622
6976,pounded dried prawn,positive,0.622
7366,reunion,positive,0.622
7792,serani,positive,0.622
8210,soon hock,positive,0.622
8275,spinning top,positive,0.622
8358,steamed fish,positive,0.622
8901,teh fnb,positive,0.622
8943,tender flesh,positive,0.622
9447,unker aiskrim,positive,0.622
9790,winter solstice,positive,0.622
316,ah gong,positive,0.621
491,angpow,positive,0.621
650,auspicious amount,positive,0.621
774,bak kua,positive,0.621
834,barbecue,positive,0.621
1737,chinese vermicelli,positive,0.621
2107,cucur,positive,0.621
3461,grandfather,positive,0.621
3528,gulai daun ubi,positive,0.621
5514,marinade,positive,0.621
6945,pork jerky,positive,0.621
7252,red money packet,positive,0.621
7597,sarsi,positive,0.621
7598,sarsi float,positive,0.621
7677,seafood,positive,0.621
285,agak agak,positive,0.62
304,agreeable,positive,0.62
853,bazaar,positive,0.62
1136,bo pi bo pi,positive,0.62
2619,ee mee,positive,0.62
2669,eliminate fear,positive,0.62
2790,exhortation,positive,0.62
2989,fish head curry,positive,0.62
3375,go together,positive,0.62
3525,gula masam manis,positive,0.62
4309,jom,positive,0.62
5225,long chiam pas,positive,0.62
5650,meng kia long tio wu siah,positive,0.62
5816,moh man tai,positive,0.62
5869,mui choy,positive,0.62
6071,night market,positive,0.62
6260,ong heng huat,positive,0.62
6559,pasar malam,positive,0.62
7588,sarawak laksa,positive,0.62
7859,sharp flavor,positive,0.62
8750,take it easy,positive,0.62
9126,toh hay,positive,0.62
9189,toughen up,positive,0.62
34,abundant,positive,0.619
424,allahuakbar,positive,0.619
684,ayam fnb,positive,0.619
913,beh piao,positive,0.619
1242,bread spread,positive,0.619
1871,coconut jam,positive,0.619
1928,complete job,positive,0.619
2283,devout,positive,0.619
2616,educated,positive,0.619
3247,gao tak chek,positive,0.619
3383,god is the greatest,positive,0.619
3423,good grade,positive,0.619
3804,home,positive,0.619
3897,humble,positive,0.619
4061,independent,positive,0.619
4146,intelligent,positive,0.619
4466,kaya,positive,0.619
4881,kuih manja,positive,0.619
5269,lottery,positive,0.619
5883,multi-cultural,positive,0.619
5983,nasi campur,positive,0.619
6257,one leg kick,positive,0.619
6992,praise god,positive,0.619
7389,rich,positive,0.619
7447,roti bakar,positive,0.619
7749,self-sufficient,positive,0.619
7995,sin ga po,positive,0.619
8025,singapura,positive,0.619
8319,staple,positive,0.619
8516,studious,positive,0.619
8557,successful,positive,0.619
8942,tender,positive,0.619
9181,toto,positive,0.619
9279,tumpang happy,positive,0.619
9315,uh uh siot,positive,0.619
9631,wa seh,positive,0.619
9786,win money,positive,0.619
259,admire,positive,0.618
819,banquet of dishes,positive,0.618
835,barbeque sauce,positive,0.618
1366,burger ramly,positive,0.618
1476,catch-up,positive,0.618
2136,customer,positive,0.618
2707,energetic,positive,0.618
3668,hearty,positive,0.618
5029,lao ban,positive,0.618
5227,long long no see,positive,0.618
5779,miss,positive,0.618
6237,old friend,positive,0.618
7957,siao on,positive,0.618
8522,stunned like vegetable,positive,0.618
8535,stylo,positive,0.618
9309,tze char,positive,0.618
14,abalone,positive,0.617
348,ah soh add,positive,0.617
460,andy lau,positive,0.617
623,astounding,positive,0.617
845,basil,positive,0.617
868,bear-shaped,positive,0.617
974,beverage,positive,0.617
1166,bogor laksa,positive,0.617
1875,coffee,positive,0.617
1920,compassionate,positive,0.617
1955,condensed milk,positive,0.617
2451,dodol nangka,positive,0.617
3424,good intention,positive,0.617
3478,great achievement,positive,0.617
3533,guo tie,positive,0.617
3930,ice cream unker,positive,0.617
3963,ikan kicap,positive,0.617
4053,incredible feat,positive,0.617
4720,kind,positive,0.617
4792,kopi susu,positive,0.617
4977,laksa leaf,positive,0.617
5238,look forward,positive,0.617
5590,meat dumpling,positive,0.617
7137,purposeful,positive,0.617
8052,sister-in-law,positive,0.617
8463,stoke,positive,0.617
8918,teh peng,positive,0.617
9722,wew,positive,0.617
9864,wu sim,positive,0.617
9957,yupi bear,positive,0.617
256,admirable,positive,0.616
279,affirmation,positive,0.616
434,amacam,positive,0.616
447,amin,positive,0.616
614,assertive,positive,0.616
810,bangga,positive,0.616
2072,crimped pastry shell,positive,0.616
2938,feng,positive,0.616
2957,fierce,positive,0.616
4252,ji gu pa,positive,0.616
4392,kali pok,positive,0.616
5307,luck,positive,0.616
6983,power,positive,0.616
7006,prata plaster,positive,0.616
7127,pump full tank,positive,0.616
7149,putu,positive,0.616
7541,salutation,positive,0.616
7827,sexual intercourse,positive,0.616
8054,skari,positive,0.616
9148,tong yun,positive,0.616
9703,welcoming,positive,0.616
1725,chinese kuih,positive,0.615
2512,drink tea,positive,0.615
2530,dry noodles,positive,0.615
3230,gan lau mian,positive,0.615
4665,ketupat,positive,0.615
4770,kopi,positive,0.615
6032,neighborhood game,positive,0.615
6880,police and thief,positive,0.615
7477,rumor,positive,0.615
7604,satay fish,positive,0.615
9002,thick,positive,0.615
9017,thin egg noodles,positive,0.615
9058,tia gong,positive,0.615
9501,unsubstantiated,positive,0.615
9651,wanton,positive,0.615
9757,whisper,positive,0.615
9908,yellow,positive,0.615
9912,yellow noodles,positive,0.615
9953,yum cha,positive,0.615
276,affection,positive,0.614
882,bee see,positive,0.614
1454,caregiver,positive,0.614
1461,caring,positive,0.614
2085,cross breed,positive,0.614
2554,duku langsat,positive,0.614
2715,enjoyable,positive,0.614
3014,flat seeds,positive,0.614
3145,friendship,positive,0.614
3190,funny,positive,0.614
3223,gamsahaeyo,positive,0.614
3231,gan qing,positive,0.614
4507,kelakar,positive,0.614
4653,kerepek pedas,positive,0.614
4889,kuih rangin,positive,0.614
4969,laksa bogor,positive,0.614
5071,laugh,positive,0.614
5085,lean body,positive,0.614
5923,muruku ikan,positive,0.614
5981,nasi bryani,positive,0.614
6180,nurse,positive,0.614
6782,piak first talk later,positive,0.614
8089,slender,positive,0.614
8093,slim,positive,0.614
8094,slim mlim,positive,0.614
8844,tat kiu peng,positive,0.614
8888,techno cheese pie,positive,0.614
878,bedok bedok,positive,0.613
1938,compressed,positive,0.613
1988,considerate,positive,0.613
2185,daun laksa,positive,0.613
2888,fast heartbeat,positive,0.613
3023,flavorful,positive,0.613
3142,friendly,positive,0.613
3435,good sport,positive,0.613
3740,high heat,positive,0.613
4122,insert,positive,0.613
5987,nasi impit,positive,0.613
7440,root beer,positive,0.613
7762,selit,positive,0.613
8097,slip inside,positive,0.613
8164,sociable,positive,0.613
8292,sporting,positive,0.613
8298,sprite,positive,0.613
8299,sprite float,positive,0.613
8305,squeeze through,positive,0.613
8618,sure can one,positive,0.613
8967,terengganu laksa,positive,0.613
9349,uncle aiskrim,positive,0.613
9379,understanding,positive,0.613
9808,wok hei,positive,0.613
436,amazed,positive,0.612
464,ang ki ki,positive,0.612
775,bak kut teh,positive,0.612
1235,brandy,positive,0.612
1262,bright red,positive,0.612
1482,cats cradle,positive,0.612
1867,cocktail,positive,0.612
2073,crimson,positive,0.612
2995,fishcake,positive,0.612
3096,forward thinking,positive,0.612
3200,fwuh,positive,0.612
3334,gin,positive,0.612
3713,herbal soup,positive,0.612
3805,home-made,positive,0.612
3841,horlicks soya bean milk,positive,0.612
4710,kim boon tai,positive,0.612
4777,kopi kah tai,positive,0.612
4854,kuih cara,positive,0.612
4888,kuih pulut,positive,0.612
5110,lemon tea,positive,0.612
5844,more condensed milk,positive,0.612
5854,moulded cake,positive,0.612
5926,mushroom egg prata,positive,0.612
6197,oblong shape,positive,0.612
7584,saranghae,positive,0.612
8019,singapore sling,positive,0.612
8499,string,positive,0.612
8500,string game,positive,0.612
8904,teh halia,positive,0.612
9065,tiger,positive,0.612
9066,tiger beer,positive,0.612
9893,yandao,positive,0.612
1101,bo beh zao,positive,0.611
1730,chinese new year,positive,0.611
1852,cny,positive,0.611
1937,comprehensive,positive,0.611
1963,confidence,positive,0.611
2181,dating,positive,0.611
2202,decent living,positive,0.611
2246,dependable,positive,0.611
2331,dip,positive,0.611
2511,drink stall,positive,0.611
2578,earn a living,positive,0.611
2830,fa cai,positive,0.611
3001,five stone,positive,0.611
3414,good buy,positive,0.611
3866,house visitation,positive,0.611
3876,hua tiau chiew,positive,0.611
4245,jenkol,positive,0.611
4267,jiak kuay kuay,positive,0.611
4304,johor laksa,positive,0.611
5273,lotus seed,positive,0.611
5415,make money,positive,0.611
5427,malay-owned,positive,0.611
5467,mamee,positive,0.611
5616,mee sua,positive,0.611
5993,nasi kunyit,positive,0.611
6062,ni ni,positive,0.611
6468,paktor,positive,0.611
6587,pau ka liau,positive,0.611
6772,physical intimacy,positive,0.611
7005,prata place,positive,0.611
7049,pretz,positive,0.611
7236,recognize,positive,0.611
7388,rice wine,positive,0.611
7577,sapport,positive,0.611
7580,sarabat stall,positive,0.611
7682,seasoning,positive,0.611
7852,shaoxing wine,positive,0.611
8124,small yellow nut,positive,0.611
8694,tahu,positive,0.611
8765,talc,positive,0.611
8791,tan chiak,positive,0.611
8999,the fnb,positive,0.611
9191,tow kong,positive,0.611
9650,wantan noodles,positive,0.611
9838,worthy,positive,0.611
9868,wurf,positive,0.611
255,address term,positive,0.61
462,ang geh,positive,0.61
980,bgr,positive,0.61
1001,big eater,positive,0.61
1013,big stomach,positive,0.61
1217,boy girl relationship,positive,0.61
1690,chili padi,positive,0.61
1793,chye tow kway,positive,0.61
1799,cinammon,positive,0.61
2032,courageous,positive,0.61
2103,cubed yam,positive,0.61
2109,cumin,positive,0.61
2228,deity,positive,0.61
2504,dried raisin,positive,0.61
2558,dum briyani,positive,0.61
2599,eat heartily,positive,0.61
3250,garam masala,positive,0.61
3354,glowing,positive,0.61
3379,god-like,positive,0.61
3469,grated turnip,positive,0.61
3555,hakka cuisine,positive,0.61
3559,half-boiled egg,positive,0.61
3887,huge appetite,positive,0.61
4006,impressive,positive,0.61
4828,kuat,positive,0.61
5160,ligo raisin,positive,0.61
5754,ming jiang kueh,positive,0.61
6182,nutmeg,positive,0.61
6739,perng tang,positive,0.61
6965,potato curry puff,positive,0.61
7136,puppy love,positive,0.61
7188,radiant,positive,0.61
7372,reverent,positive,0.61
7428,rojak india,positive,0.61
7443,rosy complexion,positive,0.61
7495,saamy,positive,0.61
7675,sea snail,positive,0.61
7710,seedless,positive,0.61
7735,selendang,positive,0.61
8046,siput sedut,positive,0.61
8117,small flour piece,positive,0.61
8542,suan pan zi,positive,0.61
9873,xiao di,positive,0.61
9947,youthful,positive,0.61
9980,zar tan,positive,0.61
640,attracted,positive,0.609
831,barang,positive,0.609
1750,chip,positive,0.609
2932,feeweet,positive,0.609
3451,government job,positive,0.609
3519,guaranteed job security,positive,0.609
3678,hee peow,positive,0.609
4180,iron rice bowl,positive,0.609
4208,item,positive,0.609
4650,kerepek,positive,0.609
4775,kopi gu you,positive,0.609
5031,lao bu,positive,0.609
6743,personal belonging,positive,0.609
6744,personal property,positive,0.609
7583,sarang laba laba,positive,0.609
8289,spongy,positive,0.609
8339,steady income,positive,0.609
8519,stuff,positive,0.609
8884,tease,positive,0.609
8938,tempeh,positive,0.609
9173,tora,positive,0.609
9758,whistle,positive,0.609
1563,char kway teow,positive,0.608
1876,coffee-flavored,positive,0.608
2293,diao ppl,positive,0.608
3030,flip,positive,0.608
3034,flip prata fnb,positive,0.608
3134,fried,positive,0.608
4659,ketat ppl,positive,0.608
4795,kopiko,positive,0.608
4984,laksa tambelan,positive,0.608
5417,make prata,positive,0.608
6187,nyonya laksa,positive,0.608
7547,sambal,positive,0.608
8240,soy sauce,positive,0.608
8575,sugoi,positive,0.608
9202,traditional method,positive,0.608
9226,trendy,positive,0.608
466,ang kong kong,positive,0.607
928,bell curve god,positive,0.607
1240,bread,positive,0.607
1507,cempedak,positive,0.607
1736,chinese tea,positive,0.607
2150,da shou qiang,positive,0.607
2292,diao he,positive,0.607
2914,favorable grade,positive,0.607
3026,fleshy,positive,0.607
3149,fritter,positive,0.607
3153,fruit,positive,0.607
3387,godlike,positive,0.607
3821,hopeful,positive,0.607
4055,indebted,positive,0.607
4073,indian rojak,positive,0.607
4209,jackfruit,positive,0.607
4869,kuih koci,positive,0.607
5980,nasi ayam sambal,positive,0.607
6420,oxtail,positive,0.607
7017,prayer,positive,0.607
7157,pyramid-shaped,positive,0.607
7192,rainbow bread,positive,0.607
7866,shift bell curve,positive,0.607
8176,soft,positive,0.607
8510,strong flavor,positive,0.607
8598,sup buntut,positive,0.607
8640,swee swee boh kay chwee,positive,0.607
8878,tea bag,positive,0.607
9882,xie xie,positive,0.607
1520,chalk drawing,positive,0.606
3302,ghee cookie,positive,0.606
3825,hopscotch,positive,0.606
4624,kentang,positive,0.606
4660,ketenteng,positive,0.606
6996,prata bawang,positive,0.606
7767,semangat,positive,0.606
8325,starchy,positive,0.606
8484,strength,positive,0.606
310,ah bing ge,positive,0.605
1051,black pepper crab,positive,0.605
1052,black pepper sauce,positive,0.605
1685,childhood snack,positive,0.605
1894,cold milo,positive,0.605
2000,contribute,positive,0.605
2529,dry gravy,positive,0.605
3113,free flow,positive,0.605
3605,hard shell crab,positive,0.605
3643,hawthorn sweet,positive,0.605
5213,local cuisine,positive,0.605
5506,marathon,positive,0.605
5725,milo van milo,positive,0.605
6009,national servicemen,positive,0.605
6347,outdoor event,positive,0.605
6554,party cube,positive,0.605
6595,pea plant,positive,0.605
7570,san cha,positive,0.605
8863,tau mio,positive,0.605
9018,thin flat disc,positive,0.605
9313,uh uh siak,positive,0.605
541,appetizer,positive,0.604
617,assorted flavor,positive,0.604
661,avoid attention,positive,0.604
664,avoid problem,positive,0.604
669,avoid unpleasant task,positive,0.604
997,big bosom,positive,0.604
1016,bika ambon,positive,0.604
1233,braised sauce,positive,0.604
1286,buah,positive,0.604
1510,century egg,positive,0.604
1676,chicken wing,positive,0.604
2173,dark-colored,positive,0.604
2182,dating skill,positive,0.604
2505,dried tofu skin,positive,0.604
2532,dua neh bu,positive,0.604
2942,fermented shrimp,positive,0.604
3418,good fertility,positive,0.604
3697,heng,positive,0.604
3925,ice cream bar,positive,0.604
4012,improve,positive,0.604
4322,juicy,positive,0.604
4700,kicap manis,positive,0.604
4750,kon lo meen,positive,0.604
5053,large breast,positive,0.604
5078,lawa,positive,0.604
5604,mee hailam,positive,0.604
5823,monetary gift,positive,0.604
6469,paktorlogy,positive,0.604
6970,potong ice cream,positive,0.604
7038,preserved duck egg,positive,0.604
7253,red packet,positive,0.604
7438,romantic gesture,positive,0.604
7912,shrimp paste chicken,positive,0.604
8477,strategic,positive,0.604
8681,tactical,positive,0.604
8864,tau pei,positive,0.604
8932,telur mata lembu,positive,0.604
9023,think quickly,positive,0.604
9198,tradition,positive,0.604
9454,unmarried,positive,0.604
672,aware of consequence,positive,0.603
1949,concerned,positive,0.603
2156,daebak,positive,0.603
2638,egg yolk,positive,0.603
3156,fruit tea,positive,0.603
4152,interested,positive,0.603
4853,kuih bulan,positive,0.603
5697,mid autumn festival,positive,0.603
5713,milk tea,positive,0.603
6607,pearl milk tea,positive,0.603
6909,poon zui,positive,0.603
7784,sensible,positive,0.603
7797,serunding daging,positive,0.603
8837,tapioca pearls,positive,0.603
